time,open,high,low,close,tick_volume,spread,real_volume
2026-01-19 19:00:00,1.16421,1.16466,1.16399,1.16458,1730,0,0
2026-01-19 20:00:00,1.16458,1.16488,1.16432,1.16433,1282,0,0
2026-01-19 21:00:00,1.16433,1.16469,1.16425,1.16431,943,0,0
2026-01-19 22:00:00,1.16431,1.16453,1.16419,1.16452,670,1,0
2026-01-19 23:00:00,1.16452,1.16464,1.16428,1.16458,730,1,0
2026-01-20 00:00:00,1.16426,1.1647,1.1641,1.16453,164,1,0
2026-01-20 01:00:00,1.16453,1.16463,1.16384,1.16394,650,0,0
2026-01-20 02:00:00,1.16394,1.1641,1.16326,1.16403,2075,0,0
2026-01-20 03:00:00,1.16403,1.16441,1.1639,1.16437,2705,0,0
2026-01-20 04:00:00,1.16437,1.16464,1.16406,1.16445,1911,0,0
2026-01-20 05:00:00,1.16445,1.16587,1.16441,1.16566,2168,0,0
2026-01-20 06:00:00,1.16566,1.16665,1.16561,1.16655,2179,0,0
2026-01-20 07:00:00,1.16655,1.16726,1.16632,1.16634,2389,0,0
2026-01-20 08:00:00,1.16634,1.1669,1.16623,1.16685,3113,0,0
2026-01-20 09:00:00,1.16685,1.16938,1.16642,1.16887,4823,0,0
2026-01-20 10:00:00,1.16887,1.17218,1.16871,1.1716199999999999,7153,0,0
2026-01-20 11:00:00,1.1716199999999999,1.17329,1.17159,1.17262,5421,0,0
2026-01-20 12:00:00,1.17262,1.1732,1.17153,1.1731,4892,0,0
2026-01-20 13:00:00,1.1731,1.17389,1.17226,1.1735,4113,0,0
2026-01-20 14:00:00,1.1735,1.17436,1.17259,1.1726,4483,0,0
2026-01-20 15:00:00,1.1726,1.17689,1.1718600000000001,1.1733500000000001,8221,0,0
2026-01-20 16:00:00,1.1733500000000001,1.17371,1.17154,1.17194,8298,0,0
2026-01-20 17:00:00,1.17194,1.17371,1.17164,1.17273,6379,0,0
